#Año,Tipo,Presupuesto,Programa,Económica,Descripcion,Inicial,Seccion
2016,G,P,9321,15001,PRODUCTIVIDAD-CONSTANCIA,18311.04,0201
2016,G,P,9321,16000,SEGURIDAD SOCIAL,64490.12,0201
2016,G,P,9321,2219900,SUMINISTROS PLACAS DE VADO Y LICENCIAS DE OBRA,3500.00,0201
2016,G,P,9321,2270604,TRABAJOS CATASTRALES,9000.00,0201
2016,G,P,9321,22708,SERVICIOS DE RECAUDACION A/F DE LA ENTIDAD,650000.00,0201
2016,G,P,9321,23120,LOCOMOCION PERSONAL NO DIRECTIVO,2168.28,0201
2016,G,P,9342,12000,SUELDOS GRUPO A1,14824.09,0201
2016,G,P,9342,12001,SUELDOS DEL GRUPO A2,13035.51,0201
2016,G,P,9342,12004,SUELDOS GRUPO C2,18729.43,0201
2016,G,P,9342,12006,TRIENIOS,6797.97,0201
2016,G,P,9342,12100,COMPLEMENTOS DE DESTINO,27437.77,0201
2016,G,P,9342,12101,COMPLEMENTOS ESPECIFICO,33147.52,0201
2016,G,P,9342,13100,RET.BASICAS LABORAL EVENTUAL,19386.43,0201
2016,G,P,9342,15000,PRODUCTIVIDAD ,2130.00,0201
2016,G,P,9342,15001,PRODUCTIVIDAD-CONSTANCIA,10299.96,0201
2016,G,P,9342,16000,SEGURIDAD SOCIAL,39032.33,0201
2016,G,P,9342,2279914,MANTENIMIENTO PROGRAMA GESTION TESORERIA,7000.00,0201
2016,G,P,9342,2279936,SERVICIO DE NOTIFICACIONES,13000.00,0201
2016,G,P,9342,23120,LOCOMOCION PERSONAL NO DIRECTIVO,2168.64,0201
2016,G,P,9342,35200,INTERESES DE DEMORA,5000.00,0201
2016,G,P,9342,35900,OTROS GASTOS FINANCIEROS,2000.00,0201
2016,G,P,9342,62507,MOBILIARIO,1500.00,0201
2016,G,P,2211,16204,ACCION SOCIAL,1533.75,0202
2016,G,P,2211,16206,VESTUARIO,677.40,0202
2016,G,P,2411,14301,PLAN MUNICPAL DE FOMENTO DE LA CONTRATACION Y LA INSERCION,285234.38,0202
2016,G,P,2411,14307,PLAN MUNICIPAL DE IMPULSO AL EMPLEO,564520.10,0202
2016,G,P,2411,1600001,SEGURIDAD SOCIAL PLANES DE EMPLEO MUNICP,290507.63,0202
2016,G,P,2411,1600002,SEGURIDAD SOCIAL BECARIOS,5876.64,0202
2016,G,P,2411,22200,SERVICIO DE TELECOMUNICACIONES,500.00,0202
2016,G,P,2411,2260607,COFINANCIACION DE FORMACION PARA EL EMPLEO,5000.00,0202
2016,G,P,2411,2270602,OFICINA PARA LA ASIST.TECNICA EN CAPTACION Y GESTION DE RECURSOS EUROPEOS,49773.23,0202
2016,G,P,2411,2270605,ACREDITACION PARA LA TELEFORMACION,10000.00,0202
2016,G,P,2411,47001,INCENTIVOS A LA CONTRATACION,100000.00,0202
2016,G,P,2411,47010,LANZADERA DE EMPLEO (COFINANCIACION PROYECTO VIVES),10000.00,0202
2016,G,P,2411,48104,"BECAS DE ESTUDIO DE FORMACION NO REGLADA,COLABORACION PÚBLICO-PRIVADA",9100.00,0202
2016,G,P,2411,48106,BECAS PARA FORMACION REGLADA,65440.80,0202
2016,G,P,2411,68102,"TERMINACION OBRAS URBANIZACION UE/RA P.I.""28 DE FEBRERO""",65000.00,0202
2016,G,P,2412,14311,PROGRAMA EXTRAORDINARIO DE URGENCIA SOCIAL MUNICIPAL,213174.80,0202
2016,G,P,2412,14320,PROGRAMA AYUDA A LA CONTRATACION PAC,209893.93,0202
2016,G,P,2412,14321,PLAN EMPLEO JOVEN,907800.00,0202
2016,G,P,2412,14322,PLAN EMPLEO 25+,565500.00,0202
2016,G,P,2412,2260604,ACCIONES DE FORMACION PARA EL EMPLEO,94100.00,0202
2016,G,P,2412,2260610,TALLER  DE EMPLEO ATENCION GERÍATRICA Y ATENCION DEPENDENCIA,718706.93,0202
2016,G,P,2412,2260611,"TALLERES DE EMPLEO,ATENCION INFANTIL Y EFICIENCIA ENERGÉTICA",766620.72,0202
2016,G,P,2412,2269994,PROGRAMAS EXPERIENCIAS PROFESIONALES PARA EL EMPLEO,135622.72,0202
2016,G,P,2412,2269998,MEDIDAS COMOLEMENTARIAS APOYO AL EMPLEO,173691.79,0202
2016,G,P,2412,48108,BECAS ESTANCIAS TRANSNACIONALES (PRACTICAS),52998.76,0202
2016,G,P,2412,4810801,APORTACION MUNICIPAL BECAS ERASMUS CONVOCATORIA 2014,8822.20,0202
2016,G,P,2412,61117,P.F.O.E.A. (GARANTIA DE RENTAS),616000.00,0202
2016,G,P,2412,62607,APORTACION MUNICIPAL A TALLERES DE EMPLEO,35935.35,0202
2016,G,P,2412,63220,REHABILITACION EDIF.ALZHEIMER,200000.00,0202
2016,G,P,2412,63222,REHABILITACION TORRE CAÑAMO,150000.00,0202
2016,G,P,2413,64025,APORTACION MUNICIPAL PROYECTOS COMUNITARIOS EDUSI,100000.00,0202
2016,G,P,2211,16204,ACCION SOCIAL,2236.94,0203
2016,G,P,2211,16206,VESTUARIO,2677.50,0203
2016,G,P,3301,13000,RETRIBUCIONES BASICAS,77183.43,0203
2016,G,P,3301,13100,RET.BASICAS LABORAL EVENTUAL,18381.23,0203
2016,G,P,3301,15000,PRODUCTIVIDAD ,836.92,0203
2016,G,P,3301,15001,PRODUCTIVIDAD-CONSTANCIA,8011.08,0203
2016,G,P,3301,16000,SEGURIDAD SOCIAL,32574.93,0203
2016,G,P,3301,22000,ORDINARIO NO INVENTARIABLE,3300.00,0203
2016,G,P,3301,22200,SERVICIO DE TELECOMUNICACIONES,10000.00,0203
2016,G,P,3301,22602,PUBLICIDAD Y PROPAGANDA,1500.00,0203
2016,G,P,3301,23120,LOCOMOCION PERSONAL NO DIRECTIVO,1430.64,0203
2016,G,P,3301,41003,"TRANFERENCIAS AL PATRONATO DE DEPORTES, GASTOS CORRIENTES",1489169.49,0203
2016,G,P,3301,71000,AL PATRONATO PARA GASTOS DE CAPITAL,21000.00,0203
2016,G,P,3321,13000,RETRIBUCIONES BASICAS,103578.20,0203
2016,G,P,3321,13002,OTRAS REMUNERACIONES,4722.12,0203
2016,G,P,3321,13100,RET.BASICAS LABORAL EVENTUAL,19458.08,0203
2016,G,P,3321,15001,PRODUCTIVIDAD-CONSTANCIA,9155.52,0203
2016,G,P,3321,16000,SEGURIDAD SOCIAL,43475.29,0203
2016,G,P,3321,20900,DERECHOS DE AUTOR (SOCIEDADES DE AUTORES),500.00,0203
2016,G,P,3321,2260920,BIBLIOTECA SANTA CRUZ,6500.00,0203
2016,G,P,3321,2260919,BIBLIOTEC LA RINCONADA,6500.00,0203
2016,G,P,3321,2260918,BIBLIOTECA SAN JOSE,6500.00,0203
2016,G,P,3341,2260914,CENTRO DE ARTES ESCENICAS DE LA RINCONADA (CRAES),3000.00,0203
2016,G,P,3341,2260913,PROGRAMACION CULTURAL CON LA UNIVERSIDAD DE SEVILLA,3000.00,0203
2016,G,P,3321,62900,FONDOS BIBLIOGRÁFICOS BIBLIOTECA SANTA CRUZ,1000.00,0203
2016,G,P,3322,13000,RETRIBUCIONES BASICAS,26999.83,0203
2016,G,P,3322,15001,PRODUCTIVIDAD-CONSTANCIA,2288.88,0203
2016,G,P,3322,16000,SEGURIDAD SOCIAL,9144.77,0203
2016,G,P,3331,2279930,SERVICIO DE GESTION MUSEO PALEONTOLÓGICO Y ARQUEOLOGICO,21410.95,0203
2016,G,P,3342,2260910,CIRCADA,1500.00,0203
2016,G,P,3341,2260907,CORAL VIRGEN DE LAS NIEVES,2500.00,0203
2016,G,P,3342,2260906,FESTIVAL DE TEATRO PARA NIÑOS Y NIÑAS,8000.00,0203
2016,G,P,3341,2260905,"FACTORIA CREATIVA, AULAS Y MATERIALES",45000.00,0203
2016,G,P,3341,2260904,BANDA MUNICIPAL DE MUSICA Y FOMENTO ACTIVIDADES MUSICALES,12100.00,0203
2016,G,P,3341,2269999,"REPRESENTACIONES ARTISTICAS, COMPAÑIAS A TAQUILLA",46000.00,0203
2016,G,P,3341,48110,PREMIOS Y CERTAMENES CULTURALES,500.00,0203
2016,G,P,3341,48903,CONVENIO CON LA ASOCIACION CRISTO DEL PERDON,900.00,0203
2016,G,P,3341,48906,SUBVENCION ASOCIACIONES CULTURALES,900.00,0203
2016,G,P,3341,48924,CONVENIO PEÑA FLAMENCA EL BUCARO,8000.00,0203
2016,G,P,3341,63212,REFORMA Y REHABILITACION ANTONIO GALA,30000.00,0203
2016,G,P,3341,63223,PLAN DE MODERNIZACION DE INSTALACIONES CULTURALES,30000.00,0203
2016,G,P,3342,13000,RETRIBUCIONES BASICAS,45126.40,0203
2016,G,P,3342,13001,HORAS EXTRAORDINARIAS,1463.26,0203
2016,G,P,3342,13100,RET.BASICAS LABORAL EVENTUAL,18708.13,0203
2016,G,P,3342,15000,PRODUCTIVIDAD ,1575.98,0203
2016,G,P,3342,15001,PRODUCTIVIDAD-CONSTANCIA,5722.20,0203
2016,G,P,3342,16000,SEGURIDAD SOCIAL,25910.47,0203
2016,G,P,3342,21303,MANTENIMIENTO DE EQUIPOS E INSTALACIONES,5000.00,0203
2016,G,P,3321,2260903,ESTUDIO ABIERTO,3600.00,0203
2016,G,P,3321,2260902,ACTIVIDADES DE ANIMACION A LA LECTURA,1500.00,0203
2016,G,P,3342,2260900,PROGRAMACION ARTES ESCENICAS Y CULTURALES,41800.00,0203
2016,G,P,3342,22646,III PLAN DE IGUALDAD DE OPORTUNIDADES,2000.00,0203
2016,G,P,3342,2269902,PLAN INTEGRAL DE LA JUVENTUD,1000.00,0203
2016,G,P,3342,22731,CONTRATO DE MANTENIMIENTO SISTEMA VENTA DE ENTRADAS,5500.00,0203
2016,G,P,3361,2260927,"SEMINARIO ""FRANCISCO SOSA""",2900.00,0203
2016,G,P,2211,16204,ACCION SOCIAL,1251.10,0204
2016,G,P,2211,16206,VESTUARIO,306.00,0204
2016,G,P,4331,13000,RETRIBUCIONES BASICAS,26638.46,0204
2016,G,P,4331,15001,PRODUCTIVIDAD-CONSTANCIA,2288.88,0204
2016,G,P,4331,16000,SEGURIDAD SOCIAL,9419.69,0204
2016,G,P,4331,21200,EDIFICIOS Y OTRAS COSNTRUCCIONES,3000.00,0204
2016,G,P,4331,2260601,PROGRAMA PARA FORMACION EMPRESARIAL Y EMPRENDIMMIENTO,5000.00,0204
2016,G,P,4331,22616,"CARTELERIA, INFORMACION Y DIVULGACIÇON ACCIONES SUBVENCIONADAS",800.00,0204
2016,G,P,4331,2269901,"SEGUNDO CONCURSO PROYECTOS E IDEAS EMPRESARIALES ""LA RINCONADA""",3000.00,0204
2016,G,P,4331,47006,"A LA JUNTA DE COMPENSACION SUP 1.06, GASTOS FINANCIEROS AVALES",2200.00,0204
2016,G,P,4331,48930,"CUOTAS COMUNIDAD PROPIETARIOS ""EL CAÑAMO I""",8000.00,0204
2016,G,P,4331,48937,"A LA ASOCIACION GRAN VEGA, CUOTA ANUAL",29000.00,0204
2016,G,P,4331,48941,A LA E.U.C.SUP.1.06 CUOTAS PARCELAS PROPIEDAD MUNICIPAL,27000.00,0204
2016,G,P,4331,61124,PROYECTOS GENERADORES DE EMPLEO Y DINAMIZACION ESPACIOS PRODUCTIVOS,100000.00,0204
2016,G,P,4331,62241,P.F.O.E.A. (ESTABLE),325714.54,0204
2016,G,P,4331,77002,A JUNTA DE COMPENSACION SUP 1.06 (PRESTAMO MCT 2002),47911.19,0204
2016,G,P,4331,77003,A JUNTA DE COMPENSACION SUP 1.06 (PRESTAMO MCT 2003),30940.00,0204
2016,G,P,4912,22000,ORDINARIO NO INVENTARIABLE,500.00,0205
2016,G,P,4912,22200,SERVICIO DE TELECOMUNICACIONES,3000.00,0205
2016,G,P,4912,22500,TRIBUTOS ESTATALES,150.00,0205
2016,G,P,4912,22602,PUBLICIDAD Y PROPAGANDA,400.00,0205
2016,G,P,4912,2260202,REVISTA MUNICIPAL TOMA NOTA,51019.80,0205
2016,G,P,4912,2279955,SERVICIO BUSQUEDA DIGITAL DE NOTICIAS,3500.00,0205
2016,G,P,4912,41002,"TRANSFERENCIA A RADIO RINCONADA, GASTOS CORRIENTES",141157.98,0205
2016,G,P,2211,16206,VESTUARIO,306.00,0206
2016,G,P,4911,13100,RET.BASICAS LABORAL EVENTUAL,13241.34,0206
2016,G,P,4911,16000,SEGURIDAD SOCIAL,4186.13,0206
2016,G,P,4911,20500,ALQUILER MAQ. FOTOCOPIADORA,24000.00,0206
2016,G,P,4911,20508,ALQUILER SERVIDOR CASA CONSISTORIAL,3500.00,0206
2016,G,P,4911,21604,MANTENIMIENTO EQUIPOS INFORMATICOS,5000.00,0206
2016,G,P,4911,21605,MANTENIMIENTO PUNTOS WI-FI,3630.00,0206
2016,G,P,4911,22002,MATERIAL INFORMATICO NO INVENTARIABLE,2000.00,0206
2016,G,P,4911,2200201,SOFTWARE Y NUEVOS PROYECTOS,10000.00,0206
2016,G,P,4911,2279951,MANTENIMIENTO PORTAL ADMON. ELECTRONICA,13068.00,0206
2016,G,P,4911,2279952,MANTENIMIENTO PORTAL WEB,9550.00,0206
2016,G,P,4911,2279953,MANTENIMIENTO LEY PROTECCION DE DATOS,2000.00,0206
2016,G,P,4911,2279954,MANTENIMIENTO PORTAL DEL EMPLEADO,4200.00,0206
2016,G,P,4911,2279960,SERVICIO DE FOTOCOPIAS,22600.00,0206
2016,G,P,4911,62507,MOBILIARIO,2500.00,0206
2016,G,P,4911,62604,PLAN DE MODERNIZACION E INNOVACION TECNOLOGICA,50000.00,0206
2016,G,P,4911,62605,INTERCONECCION @ADMINISTRACION EDIFICIOS,2500.00,0206
2016,G,P,3362,2269900,PROGRAMA MEMORIA HISTORICA,4200.00,0207
2016,G,P,3362,48960,APORTACION FUNDACION MERINALES,300.00,0207
2016,G,P,1531,61128,"RED VIARIA, SEÑALIZACION, ACCESIBILIDAD Y PASOS",40804.33,0301
2016,G,P,1532,61115,PLAN REHABILITACION Y ASFALTADO DE LA ESCENA URBANA,200000.00,0301
2016,G,P,1533,12004,SUELDOS GRUPO C2,50774.19,0301
2016,G,P,1533,12005,SUELDOS GRUPO E,93064.39,0301
2016,G,P,1533,12006,TRIENIOS,21518.11,0301
2016,G,P,1533,12100,COMPLEMENTOS DE DESTINO,76037.57,0301
2016,G,P,1533,12101,COMPLEMENTOS ESPECIFICO,156762.97,0301
2016,G,P,1533,12103,OTROS COMPLEMENTOS,734.40,0301
2016,G,P,1533,13000,RETRIBUCIONES BASICAS,391593.28,0301
2016,G,P,1533,13001,HORAS EXTRAORDINARIAS,10100.77,0301
2016,G,P,1533,13002,OTRAS REMUNERACIONES,1167.18,0301
2016,G,P,1533,13100,RET.BASICAS LABORAL EVENTUAL,122220.59,0301
2016,G,P,1533,15000,PRODUCTIVIDAD ,32010.63,0301
2016,G,P,1533,15001,PRODUCTIVIDAD-CONSTANCIA,81255.24,0301
2016,G,P,1533,15100,GRATIFICACIONES,25297.77,0301
2016,G,P,1533,16000,SEGURIDAD SOCIAL,385805.43,0301
2016,G,P,1533,20300,ALQUILER DE TRASNPORTE Y MAQUINARIA,14000.00,0301
2016,G,P,1533,21000,INFRAESTRUCTURA Y BIENES NATURALES,50000.00,0301
2016,G,P,1533,21200,EDIFICIOS Y OTRAS COSNTRUCCIONES,30000.00,0301
2016,G,P,1533,21318,MANTENIMIENTO Y REPUESTOS PARQUE MOVIL LIMPIEZA,70000.00,0301
2016,G,P,1533,21320,CONTRATOS DE MANTENIMIENTO INSTALACIONES EDIFICIOS MUNICIPALES,90000.00,0301
2016,G,P,1533,21321,TRABAJOS ESPECIALES DE REPARACION,15000.00,0301
2016,G,P,1533,21400,MATERIAL DE TRANSPORTE,35000.00,0301
2016,G,P,1533,21401,MANTENIMIENTO CARROCERIAS Y ROTULACIONES,5000.00,0301
2016,G,P,1533,22100,ENERGIA ELECTRICA,1140728.25,0301
2016,G,P,1533,22101,AGUA,95000.00,0301
2016,G,P,1533,22103,COMBUSTIBLES Y CARBURANTES,90000.00,0301
2016,G,P,1533,2210401,VESTUARIO Y MATERIAL DE PROTECCION,60000.00,0301
2016,G,P,1533,22110,PRODUCTOS DE LIMPIEZA Y ASEO,25000.00,0301
2016,G,P,1533,2211201,SUMNISTRO DE MATERIAL ELECTRICO,40000.00,0301
2016,G,P,1533,2219917,SUMINISTROS DE FONTANERIA Y SANEAMIENTO,7000.00,0301
2016,G,P,1533,2219918,SUMINISTROS DE FERRETERIA,25000.00,0301
2016,G,P,1533,2219919,SUMINISTROS DE DROGUERIA Y PINTURA,19000.00,0301
2016,G,P,1533,2219920,SUMINISTROS CARPINTERIA METALICA,15000.00,0301
2016,G,P,1533,2219922,"SUMINISTROS CARPINTERIA MADERA, CRISTAL Y PERSIANAS",5000.00,0301
2016,G,P,1533,2219924,SUMINISTROS MATERIALES CONSTRUCCION,60000.00,0301
2016,G,P,1533,2270002,ALUMBRADO EVENTOS ESPECIALES,57000.00,0301
2016,G,P,1533,2270003,TRABAJOS ESPECIALES DE LIMPIEZA EN SOLARES,15000.00,0301
2016,G,P,1533,2270120,PLANES DE ACCION EN MATERIA DE P.R.I.,10000.00,0301
2016,G,P,1533,2279946,MANTENIMIENTO MAQUINAS INDUSTRIALES DE CLIMATIZACION,10000.00,0301
2016,G,P,1533,2279966,MANTENIMIENTO SISTEMA INCIDENCIA EN VIA PUBLICA,1000.00,0301
2016,G,P,1533,61150,PLAN RENOVE ALUMBRADO PUBLICO,1000.00,0301
2016,G,P,1533,62329,MATERIAL MOVIL PARA LIMPIEZA,2000.00,0301
2016,G,P,1533,62332,SISTEMAS DE COMUNICACIÓN,1000.00,0301
2016,G,P,1533,62511,EQUIPOS CLIMATIZACION,5000.00,0301
2016,G,P,1533,63206,PLAN EFICIENCIA ENERGETICA Y MODERNIZACION DE INFRAESTRUCTURAS,20000.00,0301
2016,G,P,1533,63302,PLAN DE MODERNIZACION DE MAQUINARIA,625000.00,0301
2016,G,P,1533,63304,"MAQUINARIA, HERRAMIENTA Y UTILLAJE MENOR",12000.00,0301
2016,G,P,1533,63403,PLAN DE MODERNIZACION DE VEHICULOS,625000.00,0301
2016,G,P,1534,13000,RETRIBUCIONES BASICAS,649703.67,0301
2016,G,P,1534,13001,HORAS EXTRAORDINARIAS,4269.59,0301
2016,G,P,1534,15000,PRODUCTIVIDAD ,4675.44,0301
2016,G,P,1534,15001,PRODUCTIVIDAD-CONSTANCIA,64088.64,0301
2016,G,P,1534,16000,SEGURIDAD SOCIAL,248602.70,0301
2016,G,P,1534,23120,LOCOMOCION PERSONAL NO DIRECTIVO,2861.28,0301
2016,G,P,1535,12004,SUELDOS GRUPO C2,8462.37,0301
2016,G,P,1535,12006,TRIENIOS,2087.31,0301
2016,G,P,1535,12100,COMPLEMENTOS DE DESTINO,4312.84,0301
2016,G,P,1535,12101,COMPLEMENTOS ESPECIFICO,7100.40,0301
2016,G,P,1535,13000,RETRIBUCIONES BASICAS,60353.05,0301
2016,G,P,1535,13100,RET.BASICAS LABORAL EVENTUAL,17937.33,0301
2016,G,P,1535,15000,PRODUCTIVIDAD ,3284.54,0301
2016,G,P,1535,15001,PRODUCTIVIDAD-CONSTANCIA,8011.08,0301
2016,G,P,1535,16000,SEGURIDAD SOCIAL,34991.33,0301
2016,G,P,1535,22000,ORDINARIO NO INVENTARIABLE,1000.00,0301
2016,G,P,1535,22002,MATERIAL INFORMATICO NO INVENTARIABLE,1000.00,0301
2016,G,P,1535,22200,SERVICIO DE TELECOMUNICACIONES,9500.00,0301
2016,G,P,1535,22404,SEGUROS INMUEBLES DE LA CORPORACION,17000.00,0301
2016,G,P,1535,22405,SEGUROS DE VEHICULO,28000.00,0301
2016,G,P,1535,22407,SEGUROS INMUEBLES EDIFICIOS DE COLEGIOS,7000.00,0301
2016,G,P,1535,22500,TRIBUTOS ESTATALES,500.00,0301
2016,G,P,1535,2279904,"MANTENIMIENTO, CONEXIÓN CENTRAL ALARMA Y REPARACION ALARMAS",5000.00,0301
2016,G,P,1535,23120,LOCOMOCION PERSONAL NO DIRECTIVO,2861.16,0301
2016,G,P,1535,48926,REVERSION DE CONCESIONES DE QUIOSCOS,2000.00,0301
2016,G,P,1535,62503,INSTALACION DE SISTEMA DE ALARMAS EN EDIF.MUNICIPALES,10000.00,0301
2016,G,P,1711,12005,SUELDOS GRUPO E,46532.19,0301
2016,G,P,1711,12006,TRIENIOS,7128.86,0301
2016,G,P,1711,12100,COMPLEMENTOS DE DESTINO,23969.85,0301
2016,G,P,1711,12101,COMPLEMENTOS ESPECIFICO,52033.50,0301
2016,G,P,1711,12103,OTROS COMPLEMENTOS,1001.63,0301
2016,G,P,1711,13000,RETRIBUCIONES BASICAS,83333.17,0301
2016,G,P,1711,13001,HORAS EXTRAORDINARIAS,238.20,0301
2016,G,P,1711,15000,PRODUCTIVIDAD ,7077.33,0301
2016,G,P,1711,15001,PRODUCTIVIDAD-CONSTANCIA,18311.04,0301
2016,G,P,1711,15100,GRATIFICACIONES,2865.69,0301
