#Año,Tipo,Presupuesto,Programa,Económica,Descripcion,Inicial,Seccion
2017,G,P,9201,12500,RET.BASICAS FUNCIONARIOS INTERINOS TEMPORALES,0.00,0102
2017,G,P,9201,12502,RET.COMPLTª  FUNCIONARIOS INTERINOS TEMPORALES,0.00,0102
2017,G,P,9201,13000,RETRIBUCIONES BASICAS,50342.01,0102
2017,G,P,9201,13100,RET.BASICAS LABORAL EVENTUAL,20636.04,0102
2017,G,P,9201,15000,PRODUCTIVIDAD ,20722.58,0102
2017,G,P,9201,15001,PRODUCTIVIDAD-CONSTANCIA,25177.68,0102
2017,G,P,9201,15100,GRATIFICACIONES,2775.00,0102
2017,G,P,9201,16000,SEGURIDAD SOCIAL,96838.83,0102
2017,G,P,9201,22000,ORDINARIO NO INVENTARIABLE,11000.00,0102
2017,G,P,9201,22001,"PRENSA,REVISTA,LIBROS Y OTRAS PUBLICACIONES",3300.00,0102
2017,G,P,9201,22200,SERVICIO DE TELECOMUNICACIONES,12000.00,0102
2017,G,P,9201,22201,POSTALES,25000.00,0102
2017,G,P,9201,22401,FRANQUICIAS SEGURO RESPONSABILIDAD CIVIL,3000.00,0102
2017,G,P,9201,22402,SEGURO RESPONSABILIDAD CIVIL,51253.60,0102
2017,G,P,9201,22603,PUBLICACIONES EN DIARIOS OFICIALES,3000.00,0102
2017,G,P,9201,2269908,PUBLICACIONES OFICIALES EN PERIODICOS,2000.00,0102
2017,G,P,9201,22706,ESTUDIOS Y TRABAJOS TECNICOS,10000.00,0102
2017,G,P,9201,2279936,SERVICIO DE NOTIFICACIONES,9000.00,0102
2017,G,P,9201,2279960,SERVICIO DE FOTOCOPIAS,2000.00,0102
2017,G,P,9201,23120,LOCOMOCION PERSONAL NO DIRECTIVO,2861.28,0102
2017,G,P,9202,2269920,MANTENIMIENTO JUZGADO DE PAZ,2750.00,0102
2017,G,P,9202,48932,TRANSFERENCIAS MUNC.PARA EL FUNCIONAMIENTO JUZGADO DE PAZ,2500.00,0102
2017,G,P,9202,78902,TRANSFERENCIAS MUNC.PARA INVERSIONES JUZGADO DE PAZ,2000.00,0102
2017,G,P,9231,12004,SUELDOS GRUPO C2,9067.72,0102
2017,G,P,9231,12006,TRIENIOS,2166.96,0102
2017,G,P,9231,12100,COMPLEMENTOS DE DESTINO,4621.05,0102
2017,G,P,9231,12101,COMPLEMENTOS ESPECIFICO,8033.55,0102
2017,G,P,9231,13000,RETRIBUCIONES BASICAS,23917.67,0102
2017,G,P,9231,15001,PRODUCTIVIDAD-CONSTANCIA,4577.76,0102
2017,G,P,9231,16000,SEGURIDAD SOCIAL,14972.30,0102
2017,G,P,1110,91101,AMORTIZ.PRTMO.DIPUT.2014 1ª CONVOCATORIA,166374.23,0201
2017,G,P,1110,91102,AMORTIZ.PRTMO.DIPUT.2014 2ª CONVOCATORIA,117134.49,0201
2017,G,P,2211,16204,ACCION SOCIAL,2324.14,0201
2017,G,P,2211,16206,VESTUARIO,6426.00,0201
2017,G,P,9311,12000,SUELDOS GRUPO A1,14824.22,0201
2017,G,P,9311,12004,SUELDOS GRUPO C2,24787.37,0201
2017,G,P,9311,12006,TRIENIOS,6113.70,0201
2017,G,P,9311,12100,COMPLEMENTOS DE DESTINO,25225.19,0201
2017,G,P,9311,12101,COMPLEMENTOS ESPECIFICO,32203.57,0201
2017,G,P,9311,13000,RETRIBUCIONES BASICAS,53782.78,0201
2017,G,P,9311,13100,RET.BASICAS LABORAL EVENTUAL,3674.46,0201
2017,G,P,9311,15000,PRODUCTIVIDAD ,2520.00,0201
2017,G,P,9311,15001,PRODUCTIVIDAD-CONSTANCIA,14877.72,0201
2017,G,P,9311,15100,GRATIFICACIONES,297.35,0201
2017,G,P,9311,16000,SEGURIDAD SOCIAL,56708.58,0201
2017,G,P,9311,22000,ORDINARIO NO INVENTARIABLE,4000.00,0201
2017,G,P,9311,22001,"PRENSA,REVISTA,LIBROS Y OTRAS PUBLICACIONES",2000.00,0201
2017,G,P,9311,22200,SERVICIO DE TELECOMUNICACIONES,7500.00,0201
2017,G,P,9311,62500,ADQUISICION Y RENOVACION DE MOBILIARIO CENTROS DE TRABAJO,1000.00,0201
2017,G,P,9321,12003,SUELDOS GRUPO C1,11339.56,0201
2017,G,P,9321,12004,SUELDOS GRUPO C2,16924.94,0201
2017,G,P,9321,12005,SUELDOS GRUPO E,23265.06,0201
2017,G,P,9321,12006,TRIENIOS,10120.73,0201
2017,G,P,9321,12100,COMPLEMENTOS DE DESTINO,28090.37,0201
2017,G,P,9321,12101,COMPLEMENTOS ESPECIFICO,46151.01,0201
2017,G,P,9321,13000,RETRIBUCIONES BASICAS,25128.87,0201
2017,G,P,9321,13100,RET.BASICAS LABORAL EVENTUAL,22643.45,0201
2017,G,P,9321,15000,PRODUCTIVIDAD ,7614.62,0201
2017,G,P,9321,15001,PRODUCTIVIDAD-CONSTANCIA,18311.04,0201
2017,G,P,9321,16000,SEGURIDAD SOCIAL,64694.89,0201
2017,G,P,9321,2219900,SUMINISTROS PLACAS DE VADO Y LICENCIAS DE OBRA,3500.00,0201
2017,G,P,9321,2270604,TRABAJOS CATASTRALES,9000.00,0201
2017,G,P,9321,22708,SERVICIOS DE RECAUDACION A/F DE LA ENTIDAD,650000.00,0201
2017,G,P,9321,23120,LOCOMOCION PERSONAL NO DIRECTIVO,2168.28,0201
2017,G,P,9321,62500,ADQUISICION Y RENOVACION DE MOBILIARIO CENTROS DE TRABAJO,500.00,0201
2017,G,P,9342,12000,SUELDOS GRUPO A1,14824.09,0201
2017,G,P,9342,12001,SUELDOS DEL GRUPO A2,13035.51,0201
2017,G,P,9342,12004,SUELDOS GRUPO C2,24787.68,0201
2017,G,P,9342,12006,TRIENIOS,7139.76,0201
2017,G,P,9342,12100,COMPLEMENTOS DE DESTINO,31442.55,0201
2017,G,P,9342,12101,COMPLEMENTOS ESPECIFICO,39740.73,0201
2017,G,P,9342,13100,RET.BASICAS LABORAL EVENTUAL,3674.46,0201
2017,G,P,9342,15000,PRODUCTIVIDAD ,2130.53,0201
2017,G,P,9342,15001,PRODUCTIVIDAD-CONSTANCIA,12588.84,0201
2017,G,P,9342,16000,SEGURIDAD SOCIAL,38859.50,0201
2017,G,P,9342,2279914,MANTENIMIENTO PROGRAMA GESTION TESORERIA,7000.00,0201
2017,G,P,9342,2279936,SERVICIO DE NOTIFICACIONES,13000.00,0201
2017,G,P,9342,23120,LOCOMOCION PERSONAL NO DIRECTIVO,2168.64,0201
2017,G,P,9342,35200,INTERESES DE DEMORA,5000.00,0201
2017,G,P,9342,35900,OTROS GASTOS FINANCIEROS,2000.00,0201
2017,G,P,9342,62500,ADQUISICION Y RENOVACION DE MOBILIARIO CENTROS DE TRABAJO,1500.00,0201
2017,G,P,9342,62507,MOBILIARIO,0.00,0201
2017,G,P,2211,16204,ACCION SOCIAL,1533.75,0202
2017,G,P,2211,16206,VESTUARIO,677.40,0202
2017,G,P,2411,14301,PLAN MUNICPAL DE FOMENTO DE LA CONTRATACION Y LA INSERCION,284927.50,0202
2017,G,P,2411,14307,PLAN MUNICIPAL DE IMPULSO AL EMPLEO,394350.10,0202
2017,G,P,2411,15100,GRATIFICACIONES,381.11,0202
2017,G,P,2411,1600001,SEGURIDAD SOCIAL PLANES DE EMPLEO MUNICP,245473.15,0202
2017,G,P,2411,1600002,SEGURIDAD SOCIAL BECARIOS,5905.44,0202
2017,G,P,2411,22200,SERVICIO DE TELECOMUNICACIONES,500.00,0202
2017,G,P,2411,2260607,COFINANCIACION DE FORMACION PARA EL EMPLEO,5000.00,0202
2017,G,P,2411,2260617,PLAN MUNIC. DE FORMACION Y MEJORA DE CUALIFICACION,20000.00,0202
2017,G,P,2411,2260618,PROGRAM EXTENSION UNIVERSITARIA: CURSOS Y CONFERENCIAS,3000.00,0202
2017,G,P,2411,2270602,OFICINA PARA LA ASIST.TECNICA EN CAPTACION Y GESTION DE RECURSOS EUROPEOS,0.00,0202
2017,G,P,2411,2270605,ACREDITACION PARA LA TELEFORMACION,0.00,0202
2017,G,P,2411,47001,INCENTIVOS A LA CONTRATACION,0.00,0202
2017,G,P,2411,47010,PROGRAMA VIVES EMPLEA (CONVENIO FUNDACION ACC.CONTRA EL HAMBRE),13094.00,0202
2017,G,P,2411,47011,PROGRAMA VIVES EMPRENDE (CONVENIO FUNDACION ACC.CONTRA EL HAMBRE),2500.00,0202
2017,G,P,2411,48104,"BECAS DE ESTUDIO DE FORMACION NO REGLADA,COLABORACION PÚBLICO-PRIVADA",9100.00,0202
2017,G,P,2411,48106,BECAS PARA FORMACION REGLADA,65440.80,0202
2017,G,P,2411,68102,"TERMINACION OBRAS URBANIZACION UE/RA P.I.""28 DE FEBRERO""",0.00,0202
2017,G,P,2412,14311,PROGRAMA EXTRAORDINARIO DE URGENCIA SOCIAL MUNICIPAL,213174.80,0202
2017,G,P,2412,14320,PROGRAMA AYUDA A LA CONTRATACION PAC,209893.93,0202
2017,G,P,2412,14321,PLAN EMPLEO JOVEN,907800.00,0202
2017,G,P,2412,14322,PLAN EMPLEO 25+,563400.00,0202
2017,G,P,2412,2260604,ACCIONES DE FORMACION PARA EL EMPLEO,0.00,0202
2017,G,P,2412,2260610,TALLER  DE EMPLEO ATENCION GERÍATRICA Y ATENCION DEPENDENCIA,0.00,0202
2017,G,P,2412,2260611,"TALLERES DE EMPLEO,ATENCION INFANTIL Y EFICIENCIA ENERGÉTICA",0.00,0202
2017,G,P,2412,2260620,"TALLER DE EMPLEO ""REHABILITACION Y EFICIENCIA"" (ESCUELA TALLER)",797193.77,0202
2017,G,P,2412,2260621,"TALLER DE EMPLEO ""DEPENDENCIA""(ESCUELA TALLER)",797193.77,0202
2017,G,P,2412,2260623,"CURSOS FPE, FORMACION NO REGLADA",199650.00,0202
2017,G,P,2412,2269909,APORTACION MUNIC. PROGRAMAS DE FORMACION Y EMPLEO,15000.00,0202
2017,G,P,2412,2269994,PROGRAMAS EXPERIENCIAS PROFESIONALES PARA EL EMPLEO,135622.72,0202
2017,G,P,2412,2269998,MEDIDAS COMOLEMENTARIAS APOYO AL EMPLEO,173691.79,0202
2017,G,P,2412,48108,BECAS ESTANCIAS TRANSNACIONALES (PRACTICAS),0.00,0202
2017,G,P,2412,48117,BECAS ESTANCIAS TRANSNACIONALES (PRACTICAS)(2017),101695.00,0202
2017,G,P,2412,4810801,APORTACION MUNICIPAL BECAS ERASMUS CONVOCATORIA 2014,0.00,0202
2017,G,P,2412,61117,P.F.O.E.A. (GARANTIA DE RENTAS),0.00,0202
2017,G,P,2412,61132,APORTACION MUNICIPAL PROGRAMAS DE FORMACION Y EMPLEO,15000.00,0202
2017,G,P,2412,62242,P.F.O.E.A (GARNATIA DE RENTA).COMEDORES ESCOLARES CEIPS.MAR Y PEPE GONZALEZ,675000.00,0202
2017,G,P,2412,62607,APORTACION MUNICIPAL A TALLERES DE EMPLEO,0.00,0202
2017,G,P,2412,63220,REHABILITACION EDIF.ALZHEIMER,0.00,0202
2017,G,P,2412,63222,REHABILITACION TORRE CAÑAMO,0.00,0202
2017,G,P,2413,64025,APORTACION MUNICIPAL PROYECTOS COMUNITARIOS EDUSI,0.00,0202
2017,G,P,2413,60922,"FEDER.CIUDAD PARA VIVIR.REGENERACION ENTORNO URBANO,VERDE , CULTURAL Y REHABILITACION DE VVDAS.SOCIALES",250000.00,0202
2017,G,P,2413,64032,FEDER.CIUDAD INTELIGENTE.FOMENTO DE LAS TIC PARA MODERNIZACION DE LA ADMON LOCAL,184000.00,0202
2017,G,P,2413,64033,FEDER.CIUDAD INYEGRADORA.PROMOCION DE EMPLEO Y GENERACION DE ESPACIOS DE INNOVACION SOCIAL,411051.45,0202
2017,G,P,2211,16204,ACCION SOCIAL,1727.45,0203
2017,G,P,2211,16206,VESTUARIO,2601.00,0203
2017,G,P,3301,13000,RETRIBUCIONES BASICAS,77203.93,0203
2017,G,P,3301,13100,RET.BASICAS LABORAL EVENTUAL,18388.06,0203
2017,G,P,3301,15000,PRODUCTIVIDAD ,836.92,0203
2017,G,P,3301,15001,PRODUCTIVIDAD-CONSTANCIA,8011.08,0203
2017,G,P,3301,16000,SEGURIDAD SOCIAL,32473.27,0203
2017,G,P,3301,22000,ORDINARIO NO INVENTARIABLE,3300.00,0203
2017,G,P,3301,22200,SERVICIO DE TELECOMUNICACIONES,10000.00,0203
2017,G,P,3301,22602,PUBLICIDAD Y PROPAGANDA,1500.00,0203
2017,G,P,3301,23120,LOCOMOCION PERSONAL NO DIRECTIVO,1430.64,0203
2017,G,P,3301,41003,"TRANFERENCIAS AL PATRONATO DE DEPORTES, GASTOS CORRIENTES",1496217.42,0203
2017,G,P,3301,71000,AL PATRONATO PARA GASTOS DE CAPITAL,21000.00,0203
2017,G,P,3321,13000,RETRIBUCIONES BASICAS,105026.13,0203
2017,G,P,3321,13002,OTRAS REMUNERACIONES,4769.52,0203
2017,G,P,3321,13100,RET.BASICAS LABORAL EVENTUAL,19419.24,0203
2017,G,P,3321,15001,PRODUCTIVIDAD-CONSTANCIA,11444.40,0203
2017,G,P,3321,16000,SEGURIDAD SOCIAL,44602.02,0203
2017,G,P,3321,20900,DERECHOS DE AUTOR (SOCIEDADES DE AUTORES),2000.00,0203
2017,G,P,3321,2260902,PACTOS POR LAS LETRAS Y ACCIONES DE ANIMACION A LA LECTURA,1500.00,0203
2017,G,P,3321,2260903,ESTUDIO ABIERTO.PLAN INTEGRAL DE JUVENTUD,8000.00,0203
2017,G,P,3321,2260920,BIBLIOTECA SANTA CRUZ,6500.00,0203
2017,G,P,3321,2260919,BIBLIOTEC LA RINCONADA,6500.00,0203
2017,G,P,3321,2260918,BIBLIOTECA SAN JOSE,6500.00,0203
2017,G,P,3341,2260914,CENTRO DE ARTES ESCENICAS DE LA RINCONADA (CRAES),0.00,0203
2017,G,P,3341,2260913,PROGRAMACION CULTURAL CON LA UNIVERSIDAD DE SEVILLA,0.00,0203
2017,G,P,3321,62900,FONDOS BIBLIOGRÁFICOS BIBLIOTECA SANTA CRUZ,0.00,0203
2017,G,P,3322,13000,RETRIBUCIONES BASICAS,27009.59,0203
2017,G,P,3322,15001,PRODUCTIVIDAD-CONSTANCIA,2288.88,0203
2017,G,P,3322,16000,SEGURIDAD SOCIAL,9147.78,0203
2017,G,P,3322,62501,CONSERVACION DEL PATRIMONIO DOCUMENTAL MUNICIPAL,21780.00,0203
2017,G,P,3331,2279930,SERVICIO DE GESTION MUSEO PALEONTOLÓGICO Y ARQUEOLOGICO,21410.95,0203
2017,G,P,3342,2260910,CIRCADA,1500.00,0203
2017,G,P,3342,2260624,FERIAS CULTURALES:LIBRO Y ARTE EMERGENTE,5100.00,0203
2017,G,P,3341,2260907,CORAL VIRGEN DE LAS NIEVES,2500.00,0203
2017,G,P,3342,2260906,FESTIVAL DE TEATRO PARA NIÑOS Y NIÑAS,8000.00,0203
2017,G,P,3341,2260905,"FACTORIA CREATIVA, AULAS Y MATERIALES",43500.00,0203
2017,G,P,3341,2260904,BANDA MUNICIPAL DE MUSICA Y FOMENTO ACTIVIDADES MUSICALES,12100.00,0203
2017,G,P,3341,2260914,CENTRO DE ARTES ESCENICAS DE LA RINCONADA (CRAES),3000.00,0203
2017,G,P,3341,2269999,"REPRESENTACIONES ARTISTICAS, COMPAÑIAS A TAQUILLA",46000.00,0203
2017,G,P,3341,48110,PREMIOS Y CERTAMENES CULTURALES,1500.00,0203
2017,G,P,3341,48903,CONVENIO CON LA ASOCIACION CRISTO DEL PERDON,900.00,0203
2017,G,P,3341,48906,SUBVENCION ASOCIACIONES CULTURALES (RINCOFEST),3000.00,0203
2017,G,P,3341,48924,CONVENIO PEÑA FLAMENCA EL BUCARO,6000.00,0203
2017,G,P,3341,63212,REFORMA Y REHABILITACION ANTONIO GALA,0.00,0203
2017,G,P,3341,63223,PLAN DE MODERNIZACION DE INSTALACIONES CULTURALES,0.00,0203
2017,G,P,3342,13000,RETRIBUCIONES BASICAS,45875.02,0203
2017,G,P,3342,13001,HORAS EXTRAORDINARIAS,4341.28,0203
2017,G,P,3342,13100,RET.BASICAS LABORAL EVENTUAL,18714.61,0203
2017,G,P,3342,15000,PRODUCTIVIDAD ,1143.80,0203
2017,G,P,3342,15001,PRODUCTIVIDAD-CONSTANCIA,5722.20,0203
2017,G,P,3342,16000,SEGURIDAD SOCIAL,27034.04,0203
2017,G,P,3342,21303,MANTENIMIENTO DE EQUIPOS E INSTALACIONES,5000.00,0203
2017,G,P,3321,2260903,ESTUDIO ABIERTO.PLAN INTEGRAL DE JUVENTUD,0.00,0203
2017,G,P,3321,2260902,PACTOS POR LAS LETRAS Y ACCIONES DE ANIMACION A LA LECTURA,0.00,0203
2017,G,P,3342,2260900,PROGRAMACION ARTES ESCENICAS Y CULTURALES,51800.00,0203
2017,G,P,3342,22646,III PLAN DE IGUALDAD DE OPORTUNIDADES,2000.00,0203
2017,G,P,3342,2269902,PLAN INTEGRAL DE LA JUVENTUD,5500.00,0203
2017,G,P,3342,22731,CONTRATO DE MANTENIMIENTO SISTEMA VENTA DE ENTRADAS,0.00,0203
2017,G,P,3361,2260927,"SEMINARIO ""FRANCISCO SOSA""",2900.00,0203
2017,G,P,3361,62217,PLAN DE MODERNIZACION Y MEJORA DE ESPACIOS CULTURALES,100000.00,0203
2017,G,P,3361,63504,RENOVACION DE EQUIPAMIENTOS CULTURALES Y MEDIDA DE ACCESIBILIDAD,27250.00,0203
2017,G,P,2211,16204,ACCION SOCIAL,1085.75,0204
2017,G,P,2211,16206,VESTUARIO,306.00,0204
2017,G,P,2413,64031,FEDER.CIUDAD PARA INVERTIR. REVITALIZACION DEL TEJIDO EMPRESARIAL Y APOYO AL APRENDIZAJE,75000.00,0204
2017,G,P,4331,13000,RETRIBUCIONES BASICAS,26828.59,0204
2017,G,P,4331,15001,PRODUCTIVIDAD-CONSTANCIA,2288.88,0204
2017,G,P,4331,16000,SEGURIDAD SOCIAL,9427.35,0204
2017,G,P,4331,21200,EDIFICIOS Y OTRAS COSNTRUCCIONES,3000.00,0204
2017,G,P,4331,2260601,PROGRAMA PARA FORMACION EMPRESARIAL Y EMPRENDIMMIENTO,5000.00,0204
2017,G,P,4331,22616,"CARTELERIA, INFORMACION Y DIVULGACIÇON ACCIONES SUBVENCIONADAS",800.00,0204
2017,G,P,4331,2269901,"SEGUNDO CONCURSO PROYECTOS E IDEAS EMPRESARIALES ""LA RINCONADA""",3000.00,0204
2017,G,P,4331,47006,"A LA JUNTA DE COMPENSACION SUP 1.06, GASTOS FINANCIEROS AVALES",2200.00,0204
2017,G,P,4331,48930,"CUOTAS COMUNIDAD PROPIETARIOS ""EL CAÑAMO I""",8000.00,0204
2017,G,P,4331,48937,"A LA ASOCIACION GRAN VEGA, CUOTA ANUAL",10000.00,0204
2017,G,P,4331,48941,A LA E.U.C.SUP.1.06 CUOTAS PARCELAS PROPIEDAD MUNICIPAL,27000.00,0204
2017,G,P,4331,61124,PROYECTOS GENERADORES DE EMPLEO Y DINAMIZACION ESPACIOS PRODUCTIVOS,0.00,0204
2017,G,P,4331,63222,REHABILITACION TORRE CAÑAMO,400000.00,0204
2017,G,P,4331,62241,P.F.O.E.A. (ESTABLE)CENTRO DE FORMACION EN IGUALDAD E INNOVACION SOCIAL,0.00,0204
2017,G,P,4331,77002,A JUNTA DE COMPENSACION SUP 1.06 (PRESTAMO MCT 2002),0.00,0204
2017,G,P,4331,77003,A JUNTA DE COMPENSACION SUP 1.06 (PRESTAMO MCT 2003),30940.00,0204
2017,G,P,4912,22000,ORDINARIO NO INVENTARIABLE,500.00,0205
2017,G,P,4912,22200,SERVICIO DE TELECOMUNICACIONES,3000.00,0205
2017,G,P,4912,22500,TRIBUTOS ESTATALES,150.00,0205
2017,G,P,4912,22602,PUBLICIDAD Y PROPAGANDA,400.00,0205
2017,G,P,4912,2260202,REVISTA MUNICIPAL TOMA NOTA,51019.80,0205
2017,G,P,4912,2279955,SERVICIO BUSQUEDA DIGITAL DE NOTICIAS,3500.00,0205
2017,G,P,4912,41002,"TRANSFERENCIA A RADIO RINCONADA, GASTOS CORRIENTES",139650.84,0205
2017,G,P,2211,16206,VESTUARIO,306.00,0206
2017,G,P,4911,13100,RET.BASICAS LABORAL EVENTUAL,9709.25,0206
2017,G,P,4911,15001,PRODUCTIVIDAD-CONSTANCIA,1144.44,0206
2017,G,P,4911,16000,SEGURIDAD SOCIAL,3448.35,0206
2017,G,P,4911,20500,ALQUILER MAQ. FOTOCOPIADORA,24000.00,0206
2017,G,P,4911,20503,RENTING NUEVO SERVIDOR PARA GESTION MUNICIPAL,7000.00,0206
2017,G,P,4911,20508,ALQUILER SERVIDOR CASA CONSISTORIAL,4500.00,0206
2017,G,P,4911,21604,MANTENIMIENTO EQUIPOS INFORMATICOS,7000.00,0206
2017,G,P,4911,21605,MANTENIMIENTO PUNTOS WI-FI,3630.00,0206
2017,G,P,4911,22002,MATERIAL INFORMATICO NO INVENTARIABLE,0.00,0206
2017,G,P,4911,2200201,SOFTWARE Y NUEVOS PROYECTOS,10000.00,0206
2017,G,P,4911,2279951,MANTENIMIENTO PORTAL ADMON. ELECTRONICA,16000.00,0206
2017,G,P,4911,2279952,MANTENIMIENTO PORTAL WEB,9550.00,0206
2017,G,P,4911,2279953,MANTENIMIENTO LEY PROTECCION DE DATOS,2420.00,0206
2017,G,P,4911,2279954,MANTENIMIENTO PORTAL DEL EMPLEADO,4200.00,0206
2017,G,P,4911,2279960,SERVICIO DE FOTOCOPIAS,22600.00,0206
2017,G,P,4911,62507,MOBILIARIO,2500.00,0206
2017,G,P,4911,62604,PLAN DE MODERNIZACION E INNOVACION TECNOLOGICA,50000.00,0206
2017,G,P,4911,62605,INTERCONECCION @ADMINISTRACION EDIFICIOS,2500.00,0206
2017,G,P,3362,2269900,PROGRAMA MEMORIA HISTORICA,4200.00,0207
2017,G,P,3362,48960,APORTACION FUNDACION MERINALES,300.00,0207
2017,G,P,1531,61128,"RED VIARIA, SEÑALIZACION, ACCESIBILIDAD Y PASOS",25000.00,0301
2017,G,P,1532,61115,PLAN REHABILITACION Y ASFALTADO DE LA ESCENA URBANA,0.00,0301
2017,G,P,1532,61125,PLAN DE ASFALTADO Y EMBELLECIMIENTO DE LA ESCENA URBANA,150000.00,0301
2017,G,P,1533,12004,SUELDOS GRUPO C2,50774.19,0301
2017,G,P,1533,12005,SUELDOS GRUPO E,85863.49,0301
2017,G,P,1533,12006,TRIENIOS,21253.81,0301
2017,G,P,1533,12100,COMPLEMENTOS DE DESTINO,72010.36,0301
2017,G,P,1533,12101,COMPLEMENTOS ESPECIFICO,151941.86,0301
2017,G,P,1533,12103,OTROS COMPLEMENTOS,763.00,0301
2017,G,P,1533,13000,RETRIBUCIONES BASICAS,562405.11,0301
2017,G,P,1533,13001,HORAS EXTRAORDINARIAS,11689.80,0301
2017,G,P,1533,13002,OTRAS REMUNERACIONES,2368.85,0301
2017,G,P,1533,13100,RET.BASICAS LABORAL EVENTUAL,82784.50,0301
2017,G,P,1533,15000,PRODUCTIVIDAD ,32762.85,0301
2017,G,P,1533,15001,PRODUCTIVIDAD-CONSTANCIA,83544.12,0301
2017,G,P,1533,15100,GRATIFICACIONES,29354.74,0301
2017,G,P,1533,16000,SEGURIDAD SOCIAL,414009.21,0301
2017,G,P,1533,20300,ALQUILER DE TRASNPORTE Y MAQUINARIA,12000.00,0301
2017,G,P,1533,21000,INFRAESTRUCTURA Y BIENES NATURALES,50000.00,0301
2017,G,P,1533,21200,EDIFICIOS Y OTRAS COSNTRUCCIONES,30000.00,0301
2017,G,P,1533,21318,MANTENIMIENTO Y REPUESTOS PARQUE MOVIL LIMPIEZA,70000.00,0301
2017,G,P,1533,21320,CONTRATOS DE MANTENIMIENTO INSTALACIONES EDIFICIOS MUNICIPALES,90000.00,0301
2017,G,P,1533,21321,TRABAJOS ESPECIALES DE REPARACION,15000.00,0301
2017,G,P,1533,21400,MATERIAL DE TRANSPORTE,35000.00,0301
2017,G,P,1533,21401,MANTENIMIENTO CARROCERIAS Y ROTULACIONES,5000.00,0301
2017,G,P,1533,22100,ENERGIA ELECTRICA,1140728.25,0301
2017,G,P,1533,22101,AGUA,95000.00,0301
2017,G,P,1533,22103,COMBUSTIBLES Y CARBURANTES,90000.00,0301
2017,G,P,1533,2210401,VESTUARIO Y MATERIAL DE PROTECCION,60000.00,0301
2017,G,P,1533,22110,PRODUCTOS DE LIMPIEZA Y ASEO,25000.00,0301
2017,G,P,1533,2211201,SUMNISTRO DE MATERIAL ELECTRICO,50000.00,0301
2017,G,P,1533,2219917,SUMINISTROS DE FONTANERIA Y SANEAMIENTO,10000.00,0301
2017,G,P,1533,2219918,SUMINISTROS DE FERRETERIA,38000.00,0301
2017,G,P,1533,2219919,SUMINISTROS DE DROGUERIA Y PINTURA,19000.00,0301
2017,G,P,1533,2219920,SUMINISTROS CARPINTERIA METALICA,17000.00,0301
2017,G,P,1533,2219922,"SUMINISTROS CARPINTERIA MADERA, CRISTAL Y PERSIANAS",5000.00,0301
2017,G,P,1533,2219924,SUMINISTROS MATERIALES CONSTRUCCION,60000.00,0301
2017,G,P,1533,22408,SEGURO DE ACCIDENTES DE TRABAJO SUSTITUTORIOS DE SANCIONES ADMTVAS,500.00,0301
2017,G,P,1533,2270002,ALUMBRADO EVENTOS ESPECIALES,57000.00,0301
2017,G,P,1533,2270003,TRABAJOS ESPECIALES DE LIMPIEZA EN SOLARES,7000.00,0301
